movie_id,person_id
308639,51866
345911,1302082
20943,36797
11253,10828
137094,11181
1140535,1884
10661,17494
839369,16863
41515,9622
501979,15002
127517,82839
112205,59
296098,488
773,16959
773,16960
335360,1363226
13600,57193
80271,229568
843394,1302549
826510,5714
149870,608
1182047,1574550
425001,49903
3021,29605
8848,21370
25132,2294
58151,50767
49018,2127
399170,1884
602269,54040
460668,69124
460668,69125
523607,51329
878361,66121
13223,190
83389,1414
2395,20674
2395,24886
370567,57742
16558,19242
64328,26205
23202,11012
744276,1448492
1302916,1448874
10201,59026
57212,488
807172,64141
8065,36797
19585,84851
491584,96657
10358,19303
71552,68843
71552,68844
72784,82418
38167,52779
24420,57270
11321,20646
535292,93223
335796,551463
41216,15217
2268,3288
10139,5216
38322,61175
11928,1776
23023,15045
186,2291
60308,5345
77174,58897
77174,154705
597208,10828
8055,468
401469,72757
16577,33183
4512,37618
316154,1289604
2253,9032
616747,1059571
400617,4762
210860,508
525661,6737
49524,57270
51588,54597
64686,239571
258480,16863
17379,39819
19898,54559
1212855,1415980
9828,59651
527776,78040
103686,40506
303903,65429
8271,40256
625568,126910
714888,84677
245168,93288
533444,1423660
266856,76998
508763,1270
204922,17608
522931,143059
38317,57370
819876,224
10664,54526
10664,54525
12890,78914
479718,1902848
339877,1466181
339877,1003237
368031,18161
294272,592493
333348,16853
242224,164554
119283,18596
1148713,212687
51608,144590
590223,1851294
601796,119337
274854,52609
40805,201
406761,1239407
4964,41039
374461,5696
602223,1192942
287948,928490
297222,85675
50321,21879
35552,59
10947,65310
52451,4014
823625,206574
38745,65630
872906,1209903
2207,7187
306819,70500
12133,55710
830784,60922
830784,60923
451915,239672
85350,564
71859,83287
136400,67813
13387,75035
265177,143593
360814,1042010
614479,17178
417644,51298
536869,70500
62838,1201
316023,1061773
629176,1299642
663,2675
315011,80752
315011,77921
792293,50767
15255,78108
407448,14392
49520,42994
1125311,55075
1013850,44735
437557,208664
424781,930526
345920,5065
180863,2034
923667,93991
261392,1299380
195589,52934
1120911,52443
334521,137467
660120,71609
9513,49903
146216,15002
86829,1223
86829,1224
49017,1167470
13510,63306
777245,98
44115,2034
26466,41041
47327,27226
455980,1341472
635910,135113
610253,64141
25376,84714
328425,33192
20856,79656
33974,11037
5176,366
2486,25453
4944,1224
4944,1223
1029281,1283814
9986,17046
305638,135340
1381,6431
25195,26481
1020006,1769
27022,12962
13614,2801
111190,48583
457136,1182269
236751,2460
14784,56512
26390,20907
254904,21370
1029955,122423
253412,67813
38321,116357
89708,68994
149871,628
33909,1152
22804,2150
906126,51894
65057,13235
524659,1151353
38087,120572
75174,40223
45317,17883
23629,15217
9906,60237
72710,8685
522016,11092
8461,6011
65759,20629
14306,5065
167073,77269
13680,58375
850165,527607
87093,510
520023,39847
36419,129715
259694,63820
498248,49870
64807,13426
203834,2150
400710,19346
35056,17825
9655,58375
252838,59027
1620,18184
13455,2291
546121,1932296
262841,5713
13688,57607
668640,584191
668640,584193
13767,15045
458576,4014
7840,6046
421658,90812
402897,88926
332567,59521
1491,17329
26388,95320
12526,15175
353070,5367
262551,1067317
262551,1186076
9539,59611
516632,7476
192102,36425
94348,18878
335777,1098477
548473,42175
313922,74655
133805,2836
77949,582918
254473,928490
38357,7017
341012,62863
341012,62854
50647,22214
429200,227564
429200,129561
10053,12786
9904,60207
264999,119665
300665,81045
300665,81044
44943,66739
458253,154705
76285,109857
25846,65314
80035,62854
467938,1607016
3093,30365
16564,80630
109431,71600
14125,8965
838240,95528
46705,139098
854239,1150804
224141,17633
91586,2127
637693,1400404
523172,1239766
365942,36804
39013,121873
31011,107490
1012201,1325228
823482,1280021
325348,1169024
10024,11151
94196,71506
102632,89154
38684,87257
266647,36588
1266,19769
948549,2219327
1738,7256
521777,84416
23172,13581
122081,51918
22843,77926
22843,77923
22843,77921
8645,11614
1127674,1130801
85545,932317
435615,1081445
371608,100734
799155,2321823
33613,76325
503,5231
123678,53296
303991,69371
994143,3607164
798286,1145520
136418,23227
13474,64211
888321,65062
52520,80923
52520,80924
744594,5656
9353,53925
290825,19303
10030,1098
1887,1769
2976,20739
11260,53177
1049942,1725146
96724,36588
15373,22214
403119,100734
22164,58037
371645,55934
68179,1098477
660000,113855
28211,56205
1013601,8246
22215,3224
1289936,133502
1268,16356
10196,11614
412988,65298
575094,1531822
580175,4453
333669,63306
578189,119419
38142,74091
1186532,78040
956842,88967
82654,56661
83899,98631
413362,57113
396461,558929
634528,4746
290751,21807
239571,52405
420622,7312
709631,1364891
399366,51895
228970,69371
365620,638
321258,62768
418078,1423660
19899,12708
319888,974
245703,71872
157433,1290272
157433,1154561
7508,52763
1278263,935123
503346,1670908
581387,1293085
581387,108536
9389,57557
82,638
527729,47826
527729,1397397
18533,21183
23169,16834
296524,36602
37056,17046
220289,146439
39691,132876
9988,52049
966220,3518356
10202,20739
799379,1294527
134374,865
497828,56370
37710,8193
170522,47826
170522,1397397
24150,16848
63492,57199
638965,133398
9053,35452
426563,52803
649609,144816
287903,11012
243684,52443
184346,55499
416477,22215
806,12028
228205,66121
37903,6011
10362,20561
58244,52244
40247,56539
62215,42
321697,2034
68722,4762
59965,6482
197796,8296
551804,54248
15137,77923
15137,77926
15137,77921
959604,54291
555974,62768
97367,139098
3594,5572
16523,5953
589761,562730
394117,118415
446791,578
292011,190
82682,91268
73532,16767
238215,17867
470044,66121
12162,14392
377264,190090
106747,2294
413644,76100
482373,1046225
6589,50582
341006,59998
467632,8676
57876,90591
243683,1278722
11671,90
496,6767
428449,592493
774531,20307
781732,1879517
977294,144221
556984,13520
927107,16938
1160018,2119237
585244,909318
585244,844266
59961,125738
5123,41285
1103621,2730142
82650,33183
132363,20019
179826,7775
716612,225009
912908,1152054
975511,57632
270774,16938
50456,36588
42188,57446
74643,67717
799876,221850
12437,3964
253331,24173
495193,62541
449563,222470
1730,5602
76649,4014
1160164,1556959
4141,24949
323020,27221
396806,8685
23048,3227
24238,92733
2082,16848
9035,15218
272878,52358
399173,1723
9920,13927
209262,1192754
301365,21183
103328,27977
449562,91493
9762,29214
7459,9340
7459,9339
13161,60949
152532,69371
11322,638
463257,1546658
463257,2396600
98567,18897
9796,57082
800939,17510
1255,21684
338947,141962
68727,2034
554241,58375
377985,224221
45649,133398
486131,20400
37786,38023
10781,66739
78381,1776
18405,94108
77930,1884
397415,63423
4517,37630
227719,1099862
115782,64139
9364,71082
387592,7314
14560,52112
11918,35796
20533,8029
11439,3556
807356,1451203
12180,71538
384680,65167
397852,1621354
393345,65677
514921,212240
552178,16863
770906,2182258
882059,1275319
575769,584193
512196,54248
1241634,88800
843843,89628
224746,1078043
41210,60922
41210,60923
45324,37852
4771,880
582,8193
581389,1086497
474335,80215
790462,1045176
12620,66563
505600,59315
20048,3045
932086,1269
461130,227346
425505,1734213
376865,9888
136795,116805
18501,20192
18501,20193
1236419,228643
228066,2291
11699,6818
329833,7399
38810,122423
440161,17496
485296,97555
4959,1071
290595,1454884
437586,21007
454293,72024
46838,52479
445651,142312
12568,29226
616651,17867
193612,59328
13495,127823
280092,2128
440472,17329
81481,1294471
317557,6495
14139,118303
766475,1814510
429471,77357
4413,17016
89492,41039
504827,1815481
504827,1230593
244267,45459
